cancer_project	cancer_type_abbr	tool	driver_gene
Prostate_adenocarcinoma(TCGA,US)	PRAD	e-driver	SPOP, CACNA1E, ZFHX3, ITPR2, LRP4, SDK1, COL27A1, DMBT1, PCDHGA2, PCDHGA1, ADAMTS20, CSMD1, OBSCN, SORCS3, SORCS1, TIGD3, CSMD3, PCDHA2, PCDHA8, PCDHA6, , KNDC1, F5, STAB2, SPTAN1, ITGA7, CFH, HMCN1, LRP12, MYOM2, DOCK1, MYLK, CELSR3, MYOM3, CELSR1, ADGRL3, KMT2C, NALCN, MDN1, DNAH11, FRAS1, DOCK10, ANKRD30A, SYNE2, PTEN, APC, RYR2, PRDM9, FREM2, DUOX2, CNTN6, PXDNL, ANK2, FLNB, ADGRB1, TNXB, GUCY2C, HSPG2, RBP3, HERC1, ZNF157, DNAH17, ZAN, PTPRO, IRAK2, CPXM2, EP300, NCAN, PKD1, LRP1B, KCNH7, SMAD4, MYO9A, TP53, FAT3, CHD6, SPEG, FBN3, TTN, SHANK1, SMARCA1, FBN2, EPHB2, FOXA1, ATM, TRIM33, NEB, FAM47B, FAT2, CDH26, FAM47C, MUC5AC, THSD7B, ZMYM3, COL24A1, TRIO, CDH4
Prostate_adenocarcinoma(TCGA,US)	PRAD	ipac	FOXA1, TP53, SPOP, CTNNB1
Prostate_adenocarcinoma(TCGA,US)	PRAD	memo	BRAF, PIK3CA, PTEN, APC, EPHB1
Prostate_adenocarcinoma(TCGA,US)	PRAD	msea	KRT27, RNF213, EPHA1, FOXA1, OBSCN, TOP3A, PCDHA8, ZFHX3, DIRC2, DDN, ASTN2, NTM, DNHD1, FNDC1, FAT4, SPOP, OR6K2, MYO9A, CNOT1, ITGA2B, FAM83C, CTNNB1, APC, SACS, SALL1, CSF1R, CEP350, TUBA3C, TSSK2, TP53, MECOM, SF3B1, KIAA1324L, SIM1, NALCN, NXPE4, CNTN6, GJA8, CELSR3, SETD5, CSMD1, CDH4, ARPP21, MUC5AC, TRIO, COL27A1, PCDHB2, RPTOR, AKAP13, SLC8A1, LTF, ADAMTSL1, MED12, TAF1L, CHRNA10, DNAH2, VPS52, DHRSX, USP7, HFM1, ETV3, DYRK1B, GLI1, ITPRIP, FGA, HMCN1, DUOX1, MYT1L, ADCY8, SMAD4, OPN3, PCDHA2, MARK4, LRP2, PCDHA11, ZNF683, EPG5, C2orf16, GUCY2C, AGAP4, GPAM, PSG4, SCYL1, PCDH9, MYO18B, FASN, IDH1
Prostate_adenocarcinoma(TCGA,US)	PRAD	mutsigcv	DNAH2, SLC25A21, C12orf41, GRID1, NHSL2, TUBGCP3, C11orf65, C2orf43, C20orf29, ERI3, UBE2L6, PFKP, SLC6A6, QTRTD1, ASAM, SLC25A30, GPD2, TMEM194A, FAM134C, SIPA1L3, SLC25A14, DUSP16, PTTG1IP, C12orf43, DHRS3, OLFM2, BAI1, MTMR14, KIAA0101, ST3GAL1, DYNC1I1, RAI14, ANO10, ST3GAL2, SLC3A2, ATP6V1H, TAF4B
Prostate_adenocarcinoma(TCGA,US)	PRAD	oncodriveclust	SPOP, IDH1, PIK3CA, AGAP4, CTNNB1
Rectum_adenocarcinoma(TCGA,US)	READ	activedriver	APC, ATM, BLM, ESR1, GLI3, HADHA, SGSH, ITGB2, ITGB4, LIG1, PTEN, SOX9, UMPS, STK11, HNF4A, CFTR, FGA, TP53, WRN, ALDH9A1, ACE, IMPDH2, ABCB1, POLR2B, GLE1, BICD2, SREBF1, DNM2, WASHC2A, ATN1, TFIP11, CUL4A, MARVELD2, USP9X, SI, TOP2A, ZNF391, BCLAF1, PAICS, HNRNPUL2, ZBTB21, IMMT, PDS5A, FBXO45, FANCI, CPS1, ZBTB1, MYB, BCL6, RAD51AP1, PLCD1, NEDD1, TCOF1, PABPC4, TP53BP1, MAGI3, KIAA1671, RAI14, PDCD6IP, BIRC2, EPB41, SYNPO, PFKM, LEMD3, SBNO1, CHD8, MYD88, TFCP2, BACH1, MEF2C, EIF4G1, MAP7, USP19, INTS7, CIT, BZW1, ESRRG, PPP3CC, TRRAP, GFPT1, DNAJC6, TTN, CHD1, SORBS2, NEB, CEP164, USP10, ZNF281, ADNP, R3HDM1, UBR5, AP3S1, TRIP12, RICTOR, SCAF8, PHRF1, RBM26, AMD1, CLTC, DCAKD, VPS52, DMXL1, PAPOLA, DDX46, TUBA1C, DYNC1H1, DYRK1A, EP300, GCLC, PARP1, AHNAK, SHROOM2, ATP2B1, ATP2B4, CTNNA1, EIF5, FLII, HSPA4, IDH2, JAK1, LRP1, MAP2, ME1, MKI67, MYH8, NCBP1, NEK2, NRAS, NUP88, PLD1, PNN, POU2F1, PPM1B, PSMB3, PSMC5, PSMD1, PSMD2, PYGL, RASA1, REV3L, ATXN2, TEC, TOP1, HSP90B1, TTK, ZNF91, ZNF136, ULK1, RAD54L, IRS4, PPFIBP2, PPFIA1, NOP14, CADPS, EIF3D, RIPK2, PRPF4B, BCL10, SEMA5A, FLT3, IREB2, RIN1, BCL9, CREBBP, DDX10, DLX2, ACSL3, GRB14, MMP2, RPS6KA3, RAB7A, COIL, USP9Y, HERC2, SCAF11, ZW10, DLG5, MED1, ARHGAP29, HDAC1, MARS, PLK1, ZMYM4, GOLGA5, THRAP3, SART1, FOSL2, GLI2, GNL1, PDIA3, SMAD4, PTPN14, VAV1, SMC4, UBA2, HSPA1L, IRS1, LMNB1, CD180, ABCC5, ARPC1B, TSPAN3, NAMPT, MPHOSPH10, CAPRIN1, MAP1B, MAT2A, MCM4, MEF2D, MYH1, PTK6, ARID1A, NFE2, PCM1, RANBP2, SMC1A, NCOR1, RBM14, TACC3, SYNCRIP, SLU7, CCT2, IFITM2, IGF2BP3, NES, SPIN1, LRBA, RBBP6, KAT7, WDHD1, CLTCL1, SUPT16H, XPOT, BRCA1, STAT1, ILF3, GTPBP4, PFAS, RPS6KC1, SF3B1, PRPF6, BAZ2B, MYOF, WDR91, SETD2, DIEXF, TNRC6A, DNTTIP2, PIK3R4, PSME4, NPHS2, CTR9, MDC1, SAFB2, RUBCN, USP34, SLK, C2CD2L, RHOBTB3, MYH15, SPEN, FRYL, PIKFYVE, ZNF609, CDK12, ALMS1, NUP205, CEP68, NCAPD3, SASH1, SMCHD1, LARP1, VPS13D, SAMHD1, VIRMA, TBC1D10B, NOC2L, INTU, PCF11, PELO, DERA, UBE2J1, MRPS2, KCTD3, AKAP11, CNOT1, CENPF, RSF1, MYO3A, PLXNA3, BNC2, TRPM7, WDR55, PHIP, YEATS2, SHQ1, LARS, CCNL1, SCAF4, PRR12, CASKIN2, UBR4, PREX1, ARHGAP21, WDR48, OSBPL8, SLAIN2, SH3RF1, LRCH2, USP28, USP37, METTL14, HIST1H2AE, JUP, CLSPN, NSD1, NXN, INF2, YTHDC2, ACSL4, PHACTR4, FSD1, NAT10, SPG11, MAP2K2, PITPNM3, HUWE1, SH3KBP1, TAF3, NSRP1, ZRANB3, ARID5B, PCNX3, BAZ1B, CARD11, ZNF587, DIDO1, ZNF670, INTS4, TSEN15, FAM129A, MSL3, SOGA1, PTPN13, PRRC2A, ZSWIM3, MRPL39, KLHL6, SON, ZNF564, PJA1, TIGD4, PARS2, ZNF92, SEMA3D, NUP155, SALL3, DZIP1L, PPFIBP1, SESTD1, HM13, KCNK18, ZNF714, SYNE2, SPHK1, ELMSAN1, FOXO3, DOCK8, SPAG17
Rectum_adenocarcinoma(TCGA,US)	READ	dawnrank	FABP1, FLNA, DCN, EEF1A1, ACTB, B2M, MYL9, COL1A1, HSP90AA1, C1QA, MYLK, RPS6, IFNAR2, HMGCS2, ARPC2, CYCS, SFN, EGR1, SMARCC1, CACNA1B, HSPA5, TIMP1, HLA-A, COL1A2, PCK1, SMARCC2, TFPI, ITGA4, COL3A1, CDC42
Rectum_adenocarcinoma(TCGA,US)	READ	dendrix	SLC2A8, APC, NCL, ZBTB17, PRRG1, MRGPRE, SERPINA7, SETD1A, ZSCAN18, DMAP1, ZKSCAN5, ATAT1, VWA5A, SPATA31A1, OSBPL1A, TRIM48, DDX53, OR4S1, SGK494, TMEM164, KIAA1683, MNT, RASGRP4, NSA2, BTN2A1, GTF2IRD1, MPZL3, CDK20, STT3A, NBPF3, ZNF362, FZD1, RASA4B, PPHLN1, ST7, MYEF2, SLC35F5, SPHK1, SLC40A1, RAB33B, PARD6B, MAK16, LTBP4, OR8B12, TOP3A, PRKAA1, MIGA2, TUBB2A, BCAR3, KPNA4, BMP4, FRMD4A, CCDC191, CNOT4, ADD2, HACD1, LRRC59, C5orf38, KPNA7, KRT83, FUT3
Rectum_adenocarcinoma(TCGA,US)	READ	driverml	APC, KRAS, TP53, TTN, ZFP36L2, NCAM2, LRP1B, NRAS, PAX5, MUC16, DCLK1, ABCD2, MUC4, SACS, NRXN1, PTPN11, ICA1, SLC13A3, ZFPM2, GPR158, ZXDA, CDK8, AMY2A, KLHL1, DST, WNK3, LILRB1, PIK3CA, TEX15, CHAMP1, CMYA5, C11orf65, PSG3, SMAD4, SCP2D1, DNAL1, ZNF385B, CLEC4E, SYTL1, AQP6, ATF1, GOLGA6A, OR2G2, NECAP2, GALNTL5, AVPR1B, RP2, HSD3B1, WDR92, ZDHHC15, PEX3, IGF2BP2, PKHD1, PRICKLE1, TUBA1B, DCDC2, ZNF622, NFATC2, ZFP30, ECE2, HIRIP3, NLRP7, CD163, ADAMTS12, RPF2, MRC1, ADGRF5
Rectum_adenocarcinoma(TCGA,US)	READ	drivernet	TP53, KRAS, APC, PIK3CA, COL1A2, POLA1, FBXW7, CTPS2, ATP5L
Rectum_adenocarcinoma(TCGA,US)	READ	e-driver	USH2A, ADCY8, TCF7L2, KCNQ3, FLG, TOPBP1, NBEA, ATP2B1, NEBL, TEX15, ZFP37, CACNA1B, NRAP, DICER1, KRAS, PCBP1, CPS1, CLASP2, ZNF658, SLFN13, STAG1, DYNC1H1, PLXNC1, SDK1, CDH23, SYNE3, PCDH19, SBNO1, AGAP2, DNAH10, FAT1, ZNF479, GALNT2, PCDHGA9, PCDHGB2, PCDHGB1, PCDHGA5, PCDHGB3, PCDHGA12, LAMB3, ZNF709, ACTL7A, CR1, ZNF7, CACNA1A, ST3GAL6, CSMD1, OBSCN, XIRP2, KSR2, ZSCAN20, COL28A1, NELL1, CSMD3, PIK3CA, PCDHA1, PCDHA3, PCDHA6, PRKCG, DMXL1, PKD1L3, CR2, NHSL2, CRTAC1, NOTCH3, PPFIA2, KL, RIMBP2, ANKRD52, TMEFF2, KCNC2, KAT6A, UNC5D, TBC1D4, ZNF578, FRMPD3, SLC12A6, NCAM2, PCDHB2, STAB2, PCDHB4, PCDHB16, TLR10, PCDHB6, LAMA4, EP400, TNN, PCLO, GCC2, C4BPA, CERS3, ABCC9, CFH, DENND5B, ANKS1B, SIGLEC10, COL7A1, TSPEAR, HMCN1, CFHR5, FREM1, CFTR, CNTNAP4, TRPC7, PRG4, RP1, ATG2A, SIGLEC1, SIK2, VAV1, SMC4, CRYBG3, OGDHL, IFIT2, YLPM1, MKI67, ADAMTS18, DGKI, ZNF678, FN1, DGKK, AKAP13, IGF2R, ADGRE1, VCAN, CELSR3, ERBB3, ZNF441, BRWD3, ADAM28, DNMT1, ERBB2, ZNF333, MSH2, DNM3, SLCO6A1, PBRM1, NUP98, PPEF1, ZNF251, COL15A1, ARNTL, CSMD2, DNAH11, HERC2, PKHD1L1, RIMS2, FAT4, BAZ1A, NR4A3, FRY, SCN1A, TNC, CUBN, AASS, FMN2, C2CD6, PDE3B, ZNF506, SPINK5, ZNF570, DAPK1, CAD, TNFAIP3, BDP1, EPHA3, CHD8, APC, CDK12, DENND1A, DLL1, ITGAX, DUOX1, FREM2, SCAF4, PCDH11Y, LRBA, IREB2, USP51, GRID1, ADGRB1, CDH9, LOXHD1, ABCC11, TNXB, COLGALT2, KATNAL2, ZNF585A, DOCK3, VPS13A, FBXW7, ZNF311, SLX4, ZKSCAN7, ZNF197, MYH2, LY75, CTNNB1, ITPR1, FHDC1, PDPR, CACNA1F, ZAN, TUT7, ZNF117, DHX36, PRRC2B, PITRM1, DCHS1, COPB1, SH3PXD2B, TRPA1, ABCB4, ZNF879, ZNF551, ZNF91, ANKRD17, FANCI, WDTC1, DLG2, EP300, RANBP2, C6, TRPM6, SNTG2, COL6A1, ADGRB3, ZNF730, TCERG1, LAMA2, NPAP1, ZNF594, VWA8, LARGE2, TPO, CACNA1I, ACACA, FLNC, MYBPC2, THSD7A, SCUBE2, LRP8, ESR1, AFDN, SYNE1, HCN1, PNPT1, NBEAL1, PYHIN1, PLXNB3, LRRTM2, ZNF493, TP53, HACE1, ZNF160, ATP8A1, PCSK2, DMD, VLDLR, GLUD2, ZNF721, SNCAIP, ADAM22, ADGRV1, CNGA3, ARHGAP10, SPEG, MCF2, CPXM1, TTN, CKMT2, ZNF544, FBN2, NBPF15, MACF1, ITIH6, SPTBN5, UBQLNL, ALK, MED12, CTNND2, ADAMTS12, CDH2, NEB, AXIN2, KIDINS220, GRM8, ZNF208, ASXL2, ADGRA3, DENND2C, INHBA, DNAH2, LILRB1, FAT2, PIK3R1, MEGF10, PHF3, SEMA5A, ARID1A, SALL3, FAM47C, , COL4A5, EVC2, BACH1, TMPRSS11A, SEC14L1, VTN, ZNF184, CYFIP2, MEGF11, VPS50, DNAH3, RAG1, WDHD1
Rectum_adenocarcinoma(TCGA,US)	READ	ipac	FBXW7, SMAD4, DNM3, TP53, KIAA0408, KRAS, NRAS, YTHDC1
Rectum_adenocarcinoma(TCGA,US)	READ	memo	GLI3, RUNX1T1, SMAD4
Rectum_adenocarcinoma(TCGA,US)	READ	msea	TGFBR3, ZNF606, FBXW7, FAM133A, CADM3, ZC3H13, SMG6, SLFN13, RBM44, PCNX3, HPD, MAP3K21, LYST, OR4N2, SPG11, DUOX1, MUC4, APC, ASCC3, ASTN2, GPR158, NBPF15, RNF17, TP53, USP25, PSME4, GGCX, MAATS1, KAT2B, CSMD1, FMN2, RAB3IP, NOMO1, COL6A3, NWD2, WDFY3, BRD8, F8, KIF20B, TOGARAM1, KLHDC2, SERPINA4, ATP8B4, LRRC37A3, ZNF585B, SSC5D, LRP1B, P2RY1, MCF2L2, DCAF1, SEMA3A, DNAJC25, DNAH3, SLC6A3, PRDM1, VIRMA, CEP104, ZNF106, SFI1, NUB1, KCNA4, GAS2L3, CFAP54, EEF1AKMT1, SUCLA2, ERBB2, SMAD4, AFF3, PIK3CA, ADAMTS19, NSD1, P2RX7, SLC9A4, SLC17A2, AMER1, TRPC6, OR2L13, METTL25, HCN4, SERPINB13, FAM47B, MARK1, TUBGCP3, YLPM1, SLC24A1, WDR87, SCN1A, FAM196B, MTRR, RP2, ZBTB46, FKBP7, NGLY1, DOCK3, ZNF528, ATP13A5, ST8SIA4, CDH6, ZFPM2, PHKA1, CFAP46, MS4A14, DICER1, TSHZ1, PTPRH, MFSD1, CRYBG3, CCNE2, SDC2, ZNF518A, DNM3, MYO18B, MSH2, AMY2A, ZNF14, PDZD2, NIM1K, PON2, CHD2, ZNF23, TRANK1, EIF3H, MBOAT2, SPARC, ESR1, VPS13A, SPERT, RASGRP3, NOTCH2, CACNA1E, RIMBP2, CRYBB1, PIK3CB, PROS1, ANOS1, EEA1, MYO16, KRT40, FBXO15, USF3, GOLGB1, CTNNB1, HEPH, MPO, ZNF790, INSIG2, PDE1C, SPATA31A3, FRMPD2, ACVR1B, CDRT1, TOP1, PCBP1, HERC5, C6orf10, PTPRU, SIK2, TBX3, KL, MCC, EFCAB1, PRAME, LONP2, SLFN11, ABCA5, MAP3K2, SCN7A, ASNSD1, SLC8A1, KIT, CHRNA6, FANCI, ZNF492, TAF4, DYSF, TAGAP, ZFP37, PAPPA, AXIN2, NRAS, FBLN7, CDC20B, KLHL38, HMCN1, FAN1, HERC1, ITGB6, GTF3C2, TOPORS, EDA, NEXMIF, FBN3, KIAA0408, ZNF280A, DNAH12, YTHDC1, INHBA, TBC1D8B, AKAP4, TTC12, MAN1A2, SEMA6D, HELZ, BPTF, DSG4, DZIP3, MME, TTC6, USP29, KHDRBS2, CNNM2, KRT17, PCDHB15, VPS50, SMARCA2, OFD1, SORT1, CHD8, USP24, STXBP5L, DNMT1, URGCP, SLC38A1, RTN1, ZNF571, ZFP36L2, ECT2, DENND2C, SLC15A2, KCNJ1, C2CD6, TGOLN2, SMARCD2, FASTKD1, ESPNL, TRPC7, SCML4, PDE3B, ATP2B4, WDTC1, CNTNAP4, F13A1, C2orf16, CYLC1, ZNF774, MAP3K5, CCDC181, PUS7L, FMN1, LIX1, BBS2, SASH1, SUPT20H, KCNJ13, SSH2, TOX, ANXA1, LRRC37A2, DNAJC24, RASGRP2, SLFN12, RBBP7, KRAS, PAPD7, SUGCT, ZNF311, ACTN2, HHATL, STOML3, HLF, ATXN2, CPQ, CTAGE6, INPP5B, TBC1D7, TMCO4, DACT1, DCDC1, ALOX5, CFAP61, CCT8L2, RGS4, HS3ST3B1, CDC27, PALMD, PPP6C, ABCB10, GRM8, NKX6-1, DNM2, TWISTNB, NOC3L, SRSF5, ULK2, PCDHB4, GP2, ITGB3, USP10, SYN1, OR7E24, TRHR, CAMTA1, FYB1, FEZ1, DIRC2, DNAJC2, PTPRF, POLR2B, KIAA1549, TRIP10, KAT7, CHMP7, EID1, HIST1H2BM, ZNF329, NNMT, ZFP92, CTAGE15, OR10G8, EPYC, CSF2RA, MACC1, KCNJ6, IDE, DERA, WWC2, ZMAT1, ZNF385B, KCNC1, TPTE2, SMC6, DEPDC4
Rectum_adenocarcinoma(TCGA,US)	READ	mutex	LRPPRC, TP53, KRAS, EGR1, SYNGAP1, PLK1, KIF4A, MS4A2, ARHGAP9, TAF1, PIK3CA, IGBP1, RASA1, MCF2, NRAS, ITK, PRKCD, MED12, GNGT1, AURKC, KL, ACVR2A, RPTOR, WDR13, PTPN11, WDR87, TUB, GRIA2, AGTR2, TRPC5, ACTBL2, RGL1, PTEN, TFDP1, ACTL7B, NBN, SMARCA2, HUWE1, ERBB4, IRS1, CCNH, RB1, DMXL2, PRKAR2B, RET
Rectum_adenocarcinoma(TCGA,US)	READ	mutsigcv	DNAH2, LRMP, MCC, SLC25A30, TMEM194A, RAB3B, ZC4H2, ZBTB20, CCM2, GMCL1, INTS4, SLC25A17, AFAP1L2, PFKP, CPT1A, DHDDS, CASC4, ATP2A1, SILV, ZNF709, AK2, ANKS1A, SLC37A4
